,MRID,702,701,600,601,604,606,607,613,614,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,4,11,23,30,31,32,35,36,37,38,39,40,41,47,48,49,50,51,52,55,56,57,58,59,60,61,62,71,72,73,75,76,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,100,101,102,103,104,105,106,107,108,109,112,113,114,115,116,117,118,119,120,121,122,123,124,125,128,129,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
0,sub-0206,1532809,1373704,157783,801063,535874,393254,261940,397718,264050,9884,154578,61462,417895,45107,153751,225479,259249,14897,71391,30782,206797,22583,77452,115969,125391,6988,73096,30680,211098,22524,76299,109510,133858,5793,20524,16816,11710,222929,194966,45107,98832,54919,121942,103537,138141,121108,10282,8444,5746,110571,96226,22583,50152,27300,62325,53644,66173,59218,10242,8372,5964,112358,98740,22524,48680,27619,59617,49893,71968,61890,24623,14877,118883,45821,18725,31641,13466,11924,44380,42528,88833,33109,17850,107469,12822,12056,7279,59303,22652,9281,16284,6299,6098,22787,21267,45492,16833,8241,51310,6622,12567,7598,59580,23169,9444,15357,7167,5826,21593,21261,43341,16276,9609,56159,6200,801,1315,466,563,1310,1252,21870,3536,3487,57855,56414,15241,14977,4149,4386,232,542,5561,6446,1520,1544,4720,4688,8372,8444,4703,4829,5228,2337,2526,672,643,98740,96226,27619,27300,49893,53644,61890,59218,378,527,3428,2922,2158,2297,9884,5105,6768,5052,4926,2130,1777,12113,11629,3880,4092,4687,4666,6006,5544,2994,2708,1881,1737,3020,2746,9609,8241,2214,2478,8586,8868,15195,12952,11375,11631,2475,2523,5822,5148,2333,2356,19364,21257,5422,7045,4246,4329,1435,974,3039,3388,8833,6429,18867,18745,3602,3173,5826,6098,3695,3336,1967,1316,4430,4368,14841,15859,4173,3591,2546,2353,2876,2878,10187,13265,3716,3427,2437,2616,13328,13181,2165,2178,1302,1678,14768,14086,5448,6323,9670,9415,3983,3701,11371,11183,8263,7934,13834,11679,3438,3381,1598,1828
1,sub-0201,1514574,1350364,162857,752518,544151,371268,268495,370079,263740,11916,177742,60748,414343,41455,133117,214202,232981,31127,83221,29940,207560,20602,68891,109370,115027,18321,83350,30808,206783,20853,64226,104832,117954,10362,19152,18098,12664,215202,199141,41455,81767,51350,108565,105637,114668,118313,9453,8977,6155,107897,99663,20602,42737,26154,54586,54784,56019,59008,9699,9121,6509,107305,99478,20853,39030,25196,53979,50853,58649,59305,25028,14564,114709,42001,18900,30105,11350,9632,38043,34092,79778,28787,17210,85083,12375,12034,6858,58102,21475,9428,14946,5656,4620,20513,17604,39658,14928,8471,40858,6690,12994,7706,56607,20526,9472,15159,5694,5012,17530,16488,40120,13859,8739,44225,5685,643,1801,443,467,979,1053,22568,3180,3116,65964,65642,17386,17579,3875,3612,175,246,10187,18075,1564,1523,4512,4347,9121,8977,5013,5152,5316,2715,3140,690,625,99478,99663,25196,26154,50853,54784,59305,59008,461,625,3698,3238,2350,2292,11916,4943,6131,4926,4408,3164,1929,10913,9767,2598,2635,5217,4572,4967,4293,2263,2310,1990,1876,3439,3427,8739,8471,2616,2330,6903,8574,13042,12133,8923,10676,2342,2667,5869,4233,2062,2300,18599,19309,4773,6390,4362,4499,588,794,2471,2861,7716,6294,14304,13976,2615,2836,5012,4620,2818,3484,1752,1702,4347,4582,13271,14134,3431,3346,2780,2450,2265,2980,10823,11060,3126,2939,2054,2610,12724,12383,1929,2251,1611,1707,13652,14180,4050,5983,9136,9864,3239,2713,9248,8967,7542,6762,9337,7987,3623,3617,1702,1829
2,sub-0208,1738038,1495835,240579,820645,637988,400677,307477,408421,314235,16276,172758,70075,480243,46170,156486,226756,278781,11644,80139,34801,236665,23063,76458,114372,136946,5252,81072,35274,243578,23107,80028,112384,141835,3373,22246,20069,13898,241644,238599,46170,95151,61335,111338,115418,137571,141210,11251,9919,6818,119641,117024,23063,46582,29876,55380,58992,67411,69535,10995,10150,7080,122003,121575,23107,48569,31459,55958,56426,70160,71675,30310,15299,132055,43730,20250,32537,13633,11983,42620,40548,84982,26356,17699,107752,12120,14642,7586,65781,21397,10235,16200,6863,5152,21793,19637,42272,13108,8685,52263,6463,15668,7713,66274,22333,10015,16337,6770,6831,20827,20911,42710,13248,9014,55489,5657,715,2304,550,645,1334,1313,25558,3766,3762,60430,60617,20642,19522,4959,4626,88,156,3285,5096,1735,1779,4944,5065,10150,9919,5378,5710,5036,2684,3827,874,756,121575,117024,31459,29876,56426,58992,71675,69535,457,633,4069,3595,2554,2590,16276,5969,6789,5028,4945,2957,2279,11451,11033,4011,4207,4992,5183,6108,5266,2480,2421,2524,2319,2973,3044,9014,8685,2731,2340,7624,7943,16892,14614,10792,10164,2781,2775,6260,4310,2517,2136,24109,25952,5667,6814,4968,4760,1241,616,3511,2866,7818,6452,19619,19131,2980,3366,6831,5152,3664,3891,2192,1977,4108,5101,12007,12492,4290,4442,2685,2641,2499,2733,10539,12525,4962,4828,2154,2594,14548,14813,1784,1890,1600,1955,14470,12251,4156,5648,10616,8873,4556,3670,10104,9841,8160,8494,10818,10024,4318,3853,1719,1979
3,sub-0290,1387995.627978742,1238477.7472153306,148179.95341658592,677689.1995924711,529021.2726742029,332884.92342323065,256517.0704099536,334667.8266066313,261431.8035262823,11072.398737967014,142161.28024727106,58961.79821044207,399622.2993981838,35090.09451031685,131967.83377975225,196657.3209607601,221826.9541797042,13136.286663115025,64920.47463774681,29333.407114446163,197208.29104155305,18204.01147156953,65843.42451900244,99430.60064196588,109787.03825861216,6700.636136829853,67104.35604691505,29628.391095995903,202414.0083566308,16886.08303874731,66124.40926074982,97226.72031879424,112039.91592109203,4643.747831583023,20661.87800258398,15736.14548355341,11859.35600399971,200582.1078339219,199040.1915642619,35090.09451031685,79272.69527226686,52695.13850748539,98051.67552143335,98605.64543932676,106309.22711342572,115517.72706627846,10256.443046629429,8044.563157856464,5811.684409379959,99122.61736631392,98085.67367523909,18204.01147156953,40024.82654064894,25818.5979783535,49573.30803155899,49857.29261040688,52426.153114140034,57360.88514447212,10405.434955954552,7691.582325696945,6047.671594619751,101459.49046760798,100954.51788902284,16886.08303874731,39247.86873161793,26876.54052913189,48478.36748987436,48748.35282891989,53883.0739992857,58156.841921806335,20281.89863651991,13378.273522555828,110045.02424925566,41980.72033017874,14896.191095411776,25681.6054174304,9408.489092886448,11429.379352927208,36927.99470722675,30915.321212112904,72847.04420298338,25204.63131844997,14287.224164009094,82764.50565725565,9257.497292160988,10074.452929198742,6726.634725034237,54499.04055058956,20257.899939715862,7564.589221775532,13522.265703380108,4681.74576818943,5928.678056299686,19360.94864666462,14735.199837684631,36170.03586649895,13403.272165060043,7351.600787639618,40482.80167132616,4591.750655174255,10207.445707321169,6651.638797521591,55545.983698666096,21722.820390462875,7331.601873636246,12159.339714050291,4726.743324697018,5500.7012966275215,17567.046060562134,16180.121374428272,36677.00833648443,11801.35915338993,6935.623376369476,42281.70398592949,4665.7466369867325,788.957157433033,1002.9455372691154,552.9699721932411,578.968560397625,941.9488495588304,984.9465146660804,18630.98828554153,3626.803054511547,3500.8098962903023,51132.22337812185,50012.28419393301,15972.1326687932,14908.1904438138,4048.7801399827,3691.799525022506,127.99304962158205,126.99310392141342,4515.754781961441,6573.64303290844,1462.920559346676,1355.9263694286346,4762.741369903088,4820.738220512867,7691.582325696945,8044.563157856464,4675.746093988419,4674.74614828825,5137.721007466316,2162.8825494647026,2835.846005678177,543.9704608917236,492.9732301831245,100954.51788902284,98085.67367523909,26876.54052913189,25818.5979783535,48748.35282891989,49857.29261040688,58156.841921806335,57360.88514447212,417.9773026704788,584.9682345986366,3378.816520869732,2938.840412795544,2250.8777710795403,2287.875761985779,11072.398737967014,3614.803706109524,5468.703034222126,4401.76097214222,4420.759940445423,1996.8915632367127,1711.9070386886597,10329.439082741736,8980.512333214283,2887.8431820869446,2697.8534990549088,4138.775252997875,3970.784375369549,4549.752935767174,4139.775198698044,1740.9054639935491,1757.9045408964157,1435.9220254421234,1558.9153465628624,2466.86604231596,2514.863435924053,6935.623376369476,7351.600787639618,2202.880377471447,2113.8852101564407,6621.640426516533,7250.606271922588,11027.401181459429,10273.442123532295,8742.525256574154,7897.571139931679,1911.8961787223816,2148.883309662342,4613.749460577965,4049.780085682869,2062.8879794478416,2152.8830924630165,20048.911288380623,19299.95195895433,4833.737514615059,5944.677187502384,3736.797081530094,3805.793334841728,853.9536279439926,1092.9406502842903,2968.838783800602,2840.84573417902,8660.529709160328,6007.673766613007,14523.211349248886,14220.227802097796,2682.85431355238,2774.849317967892,5500.7012966275215,5928.678056299686,3317.8198331594467,2767.8496980667114,1228.9332655072212,1299.9294102191925,3930.786547362805,4003.782583475113,10947.405525445938,12310.331514775751,2985.8378607034683,2923.8412272930145,2249.877825379372,2305.874784588814,1756.904595196247,2034.8894998431208,9147.50326514244,10587.42507338524,2561.860883831978,2407.869246006012,1623.911817073822,2014.8905858397484,12092.343352138996,11826.357795894146,1547.9159438610077,1667.9094278812408,1109.939727187157,1169.9364691972733,13521.26575767994,13434.27048176527,4717.7438133955,5972.675667107105,8278.550451695919,7261.605674624443,3428.8138058781624,3390.815869271755,8921.515536904335,9340.492785274982,7059.616643190384,6823.629457950592,9671.474812030792,9165.502287745476,2869.8441594839096,3355.817769765854,1493.9188760519028,908.950641453266
4,sub-0246,1388030.4383232594,1254708.5167948008,132322.15458261967,692522.5671114922,530076.4346837997,340325.6671983004,259335.54668283465,342605.1358348131,257111.065228343,13629.822772622108,144970.20621442795,57433.61173760891,400609.61449849606,36814.41824662685,121019.78925991058,213333.270203948,225070.53414809704,12896.993601322174,67248.32384490967,28444.369376063347,198971.61802697185,18151.76866865158,61905.56928634644,107796.87163424492,112236.8366407156,5366.748965263367,68130.1182911396,28989.242361545563,201637.99647152424,18662.64957797528,59114.21997356415,105536.3985697031,112833.69750738144,5193.789283633232,18945.58362364769,15719.335689425468,11627.289580106735,203631.53176152703,196978.082736969,36814.41824662685,75227.46383965015,45792.32542026043,107856.85765099524,105476.41255295277,109226.5383667946,115843.99578130244,9377.813951969149,8080.116456270218,5663.679748177528,101599.3163369894,97372.3016899824,18151.76866865158,38664.98686337471,23240.582422971725,53435.54372119904,54361.32791304588,53983.41600751877,58253.42063319683,9567.769671678543,7639.219233155251,5963.609831929207,102032.21542453766,99605.78104698658,18662.64957797528,36562.47697627544,22551.742997288704,54421.31392979622,51115.08463990688,55243.12235927582,57590.57514810562,22649.72015798092,12818.0120126009,111085.10511910915,40163.63751518726,16915.056956648827,26193.89398097992,10620.524265646936,10593.530558109283,34754.89833819866,29879.03494334221,82269.82220613956,25587.03544485569,15493.38835966587,82210.83595633507,11522.314050793648,11421.337589263916,5920.619853258133,54807.223970890045,20483.22518634796,8966.909737229347,12651.050932645798,5500.717736005783,5581.698858618736,17963.812482833862,15119.475521922112,40430.57528972626,13004.968431472778,7128.338323831558,41029.435690283775,5825.641993403435,11228.382568717005,6897.392159342766,56277.88114821911,19680.412328839306,7948.147219419479,13542.843048334122,5119.806529641151,5011.831699490547,16791.0858553648,14759.559421420096,41839.24691641331,12582.067013382912,8365.050035834312,41181.40026605129,5696.672057390213,643.8499131202698,1692.6054393053057,411.9039816856384,467.8909306526184,1050.7550600767136,993.7683441638948,19212.521398186684,3432.1999250650406,3294.2320865392685,52657.72503733635,51709.945972681046,15472.393253803251,15538.377872228622,4226.01488006115,3791.116258621216,112.97366487979887,48.98858034610748,5080.815618753433,5317.760384917259,1519.645757675171,1449.662071466446,4204.020007252693,4166.028863310814,7639.219233155251,8080.116456270218,4811.8783103227615,4905.856403231621,4728.8976538181305,2295.464907646179,2567.401516914368,537.8746168613434,541.8736846446991,99605.78104698658,97372.3016899824,22551.742997288704,23240.582422971725,51115.08463990688,54361.32791304588,57590.57514810562,58253.42063319683,458.89302814006805,581.8643624782562,3275.236514568329,2883.327871799469,2229.48028922081,2198.487513899803,13629.822772622108,4270.004625678062,4295.998566269875,4552.938671350479,3982.071745276451,1921.55206990242,1943.5469427108765,11778.254388928412,10031.661534547806,2365.448593854904,2717.366558790207,4306.996002674103,4132.03678715229,4292.999265432358,4365.9822524786,1697.6042740345,1873.5632565021515,1960.5429807901385,1626.6208208799362,2758.357003569603,2309.461644887924,8365.050035834312,7128.338323831558,2167.4947385787964,2308.4618779420853,6186.557860851288,6897.392159342766,12342.122946381569,11713.269537448885,8101.111562132835,8036.126710653305,2249.4756281375885,2471.4238901138306,5222.782525062561,3987.0705800056458,1817.5763075351715,1903.55626487732,18404.70970594883,17415.94019651413,5139.80186855793,5480.7223970890045,4209.018841981888,4222.015812277794,1201.7198688983915,1270.7037881612778,2801.346982240677,2840.337893128395,7728.198491334915,6712.435274362564,13831.775695681572,15584.367151737211,1941.5474088191984,2612.3910294771194,5011.831699490547,5581.698858618736,4270.004625678062,3933.083164930344,1278.7019237279892,1555.6373677253723,4050.055897593498,4367.981786370277,11380.34714448452,11734.2646433115,3422.202255606652,3627.154479503632,2344.4534879922867,1938.5481079816816,1680.6082359552383,3208.2521291971207,11236.380704283714,11426.33642399311,2848.3360286951065,2784.350944161415,1842.5704811811447,1931.549739360809,13217.91879093647,12376.115022540092,2376.4460302591324,2215.483551979065,844.8030692338943,993.7683441638948,13151.9341725111,13629.822772622108,4320.992739915848,5724.665531873703,9700.73867547512,9205.854037284853,3523.178717136383,2973.3068969249725,9123.87314772606,9766.72329390049,5884.628243207932,5791.649917244911,9122.87338078022,7940.149083852768,3196.254925847053,3587.1638016700745,1477.655545949936,1678.6087020635605
5,sub-0234,1526466,1312610,212412,710082,557867,345568,268098,353659,276350,13419,169032,62396,405801,38514,134538,188944,245212,21801,78253,30627,200191,20006,65001,95132,119342,9056,79924,31769,205610,18508,69537,93812,125870,7021,20554,17897,12493,199611,206190,38514,80198,54340,89472,99472,119569,125643,10218,8680,6099,98722,101469,20006,38939,26062,44747,50385,58363,60979,10336,9217,6394,100889,104721,18508,41259,28278,44725,49087,61206,64664,23076,12315,108782,39019,16419,26563,11951,10514,35387,34297,66185,23287,17405,90997,11167,11627,5939,53759,19273,8124,13880,6126,5170,17020,16749,33662,11085,8385,44422,5556,11449,6376,55023,19746,8295,12683,5825,5344,18367,17548,32523,12202,9020,46575,5611,931,4793,424,497,1055,1089,22860,3404,3382,61697,60263,18227,17990,4198,3903,129,98,6892,8958,1595,1666,4913,4673,9217,8680,4979,5114,4521,2588,3746,638,569,104721,101469,28278,26062,49087,50385,64664,60979,396,570,3663,3194,2335,2335,13419,4199,5100,4222,3995,1990,1745,9376,9191,2883,2992,4234,4294,5728,5653,2262,2551,2079,1618,2805,2892,9020,8385,2102,2175,6979,6827,14002,11697,8937,8104,2581,2595,4674,4802,1919,2366,19705,19298,4757,4953,4093,4153,351,479,2565,2233,7437,6221,15039,15653,3212,2438,5344,5170,2688,2928,1543,1628,3810,3978,11851,10606,3563,3575,2154,1944,1982,2212,7934,9114,2785,3134,2048,2117,12014,11650,1725,2027,1444,1431,12963,12318,4279,4847,8748,8619,3419,2802,6465,6738,7037,7444,10497,9628,3305,3045,1838,1412
6,sub-0310,1384139.4112832546,1252898.5012702942,130412.92950725555,677631.0455910563,545530.1558257937,332301.17617183924,265607.74642789364,334886.1153110266,266190.732701838,13731.676696062088,148142.51207506657,58156.63073766232,396899.6552401185,35139.172669649124,126715.01657235622,197602.34757345915,236821.42418426275,9937.766021370888,68255.39296847582,28820.321443140507,197895.3406751156,17993.576352238655,63717.499810397625,99838.64936000109,116448.25829690696,4407.896218776703,69443.36499840021,29336.30929452181,199004.3145650029,17145.59631741047,62997.5167619586,97763.69821345806,120373.1658873558,2873.932335019112,18398.566816985607,16039.622356891632,11962.718345105648,193172.4518726468,203727.2033674717,35139.172669649124,77710.17036151886,49004.84621083736,97088.71410554647,100513.63346791267,110332.40229099987,126489.02189326286,9189.783632159231,8193.80708181858,5861.861986041069,96628.72493571044,101266.61573940516,17993.576352238655,39248.0759280324,24469.423882365227,48029.86916607618,51808.7801939249,54056.72726738453,62391.53102952242,9208.783184826374,7845.815275073051,6100.856359064579,96543.72693693638,102460.58762806654,17145.59631741047,38462.09443348646,24535.422328472137,49058.84493947029,48704.85327398777,56275.67502361536,64097.49086374045,20500.517327845097,11923.7192633152,108747.43960797788,38200.10060197115,13800.675071537496,24097.43264067173,11041.740028977394,10611.75015282631,33927.201204776764,33171.21900391579,72356.29641520977,24732.417690336704,14596.656330645084,86044.97412365675,9690.771836698055,9802.76919978857,6156.855040609837,54504.71671974659,18864.555845558643,7299.82813000679,12219.712294340134,5773.864057898521,5443.871827363968,17736.58240300417,16067.62169766426,36042.1514095664,11987.71775650978,6602.844540059567,42404.00162369013,5049.881103634834,10697.748128056526,5766.864222705364,54242.72288823128,19335.544756412502,6500.8469415307045,11877.720346331596,5267.875971078873,5167.878325462341,16190.618801772594,17103.597306251526,36314.14500564337,12744.699933826923,7993.811790585518,43640.97249996662,4640.890733063221,698.9835428595543,1956.953924715519,446.9894759058952,473.9888402223587,1083.9744784832,1052.9752083420751,19799.53383207321,2899.93172287941,2888.931981861592,54164.72472465038,53385.7430652976,15278.640273749828,14869.649903178217,4548.892899096012,4017.905400872231,240.9943259358406,103.99755144119264,2632.938009083271,4303.89866733551,1509.9644488096235,1426.966402947903,4351.897537231445,4399.89640712738,7845.815275073051,8193.80708181858,5012.881974756718,4939.88369345665,4983.882657527924,2374.94408339262,3084.927367269993,503.9881339073181,547.9870979785919,102460.58762806654,101266.61573940516,24535.422328472137,24469.423882365227,48704.85327398777,51808.7801939249,64097.49086374045,62391.53102952242,383.99095916748047,545.9871450662613,3452.9187031388283,3035.9285209178925,2263.9466967582703,2279.946320056916,13731.676696062088,3638.9143239855766,4421.895889163017,3553.916325211525,3777.9110513925552,1661.9608701467514,1568.9630597233772,10339.756556749344,8939.789518117905,2704.9363139271736,2446.9423882365227,3635.9143946170807,3350.9211046099663,5509.870273470879,5325.874605536461,1852.9563732743263,2089.9507933855057,1712.9596694111824,1818.9571737647057,1844.956561625004,1843.9565851688385,7993.811790585518,6602.844540059567,1845.956538081169,1831.9568676948547,6491.847153425217,6836.83903080225,12827.697979688644,10372.7557798028,8888.790718853474,8294.804703891277,1875.9558317661283,1618.961882531643,4274.899350106716,4165.901916384697,1682.960375726223,1607.9621415138245,16943.601073265076,18568.56281453371,4193.901257157326,5295.8753118515015,3603.915148019791,3900.908155500889,1185.972077012062,1107.9739134311676,3188.924918711185,3196.924730360508,6881.837971329689,5947.859961271286,14334.662499129772,14099.668031930923,2309.9456137418747,2569.9394923448563,5167.878325462341,5443.871827363968,2869.9324291944504,3717.912464022637,1084.9744549393654,1184.9721005558968,3963.906672239304,3631.914488792419,11558.72785681486,10879.743843078611,3414.9195978045464,3683.913264513016,2212.94789749384,2378.9439892172813,1151.9728775024414,2129.949851632118,8889.790695309639,9263.781889915466,3555.916278123856,2713.936102032661,1799.9576210975647,2174.9487921595573,14117.6676081419,12443.707020521164,1515.9643075466156,1573.9629420042038,933.978010058403,1016.976055920124,14317.662899374962,13521.681640267372,4801.8869425058365,5262.876088798046,8967.788858890533,8743.794132709503,3194.9247774481773,3033.928568005562,8116.8088946938515,9094.785868823528,6960.836111366749,8149.808117747307,9517.775909781456,9781.7696942091,3063.927861690521,3223.9240946769714,1324.968804419041,1300.9693694710732
7,sub-0248,1509462.5207945108,1345892.8083018064,162187.7825102806,728582.0852848291,580589.5835491419,356667.9288790226,282074.708257556,361717.6730260849,284969.5615854264,13545.313706159592,138922.96125769615,62543.83112204075,452522.0722836256,41836.88027107716,130706.37756335735,224846.60780596733,234428.12234401703,17530.111810326576,63434.78598046303,31189.41974079609,221901.7570112944,22498.86006116867,67694.5701520443,114371.20520961285,112557.29711401464,6430.674180150032,65291.69189751148,31354.41138124466,230620.31527233124,19338.020209908485,63011.80741131306,110475.40259635448,121870.8252300024,9061.540883302689,19740.999792337418,17825.0968644619,12902.346283078194,225646.56727480888,226875.50500881672,41836.88027107716,79301.98204493523,51404.39551842213,111233.36419308186,113613.24361288548,111791.33592259884,122636.7864214182,9807.503087997437,9081.539870023727,6377.676865339279,109806.43649053574,112095.32052075864,22498.86006116867,41364.90418446064,26329.665967583656,55697.17801809311,58674.02719151974,53656.2814232111,58901.01569080353,9933.49670433998,8743.556994438171,6524.6694177389145,115840.13078427316,114780.18448805808,19338.020209908485,37937.07786047459,25074.72955083847,55536.18617498875,54939.21642136574,58135.05449938774,63735.77073061466,23838.79217147827,14461.26729798317,124019.71635317802,45458.696766257286,17868.094685912132,30985.430076241493,10851.450194835665,9780.504455924034,36236.16403985024,33285.31354916096,81860.85239589214,29372.51179718972,13911.295163154602,87043.58980464935,10836.450954794884,12078.388030171394,7126.638918042183,60519.93366587162,20669.95272552967,9411.523150920868,17106.133291840553,5392.726769328117,5332.729809165001,19492.012407660484,16540.161967635155,40905.9274392128,14791.25057888031,6694.660804867744,41585.89298772812,5375.727630615234,11760.404141306875,7334.628379940987,63499.7826873064,24788.74404072761,8456.571534991264,13879.29678440094,5458.7234255075455,4447.774646759033,16744.15163218975,16745.151581525803,40954.924956679344,14581.261218309402,7216.634358286858,45457.696816921234,5460.723324179649,766.9611407518387,1270.935606122017,525.9733507633209,567.9712228775024,1133.942547082901,1081.9451816082,19191.02765750885,3418.826779961586,3463.824500083924,50101.46153354645,48832.525826096535,15190.230363965034,14602.260154366491,4354.779358506203,4206.786856770515,136.9930590391159,27.998581409454346,8924.547824263573,6402.675598740578,1581.9198496341703,1399.9290704727173,4406.776723980904,4375.7782945632935,8743.556994438171,9081.539870023727,4724.760612845421,5094.741867184639,4948.749264121056,2450.875822663307,2796.8582929372787,633.9678790569305,663.9663591384888,114780.18448805808,112095.32052075864,25074.72955083847,26329.665967583656,54939.21642136574,58674.02719151974,63735.77073061466,58901.01569080353,520.9736040830612,581.9705135822296,3557.819737672806,3273.8341262340546,2445.8760759830475,2521.872225522995,13545.313706159592,4455.774241447449,5757.708276987076,4689.762386083603,4522.770846962929,2096.89375770092,1922.9025732278824,11706.406877160072,9284.529585242271,2680.8641699552536,3564.8193830251694,4413.776369333267,4768.758383631706,5493.721652269363,4427.775660037994,2019.8976588249209,1935.9019145965576,1741.911743402481,1856.9059170484545,2445.8760759830475,2741.861079454422,7216.634358286858,6694.660804867744,2434.876633286476,2611.8676657676697,6757.657613039017,7773.606138467789,13725.30458664894,11822.401000142096,8570.565759301186,8547.566924571991,2058.8956829309464,2454.875620007515,4651.764311313629,6362.6776252985,2052.8959869146347,2000.898621439933,22518.85904788971,21657.90266954899,4330.780574440956,5327.730062484741,4215.786400794983,4515.771201610565,848.9569863080978,1044.9470561742785,3865.804133176804,3126.84157383442,8889.549597501755,6182.686744809151,14562.262180924416,14884.24586713314,2162.890413880348,3195.838078022003,4447.774646759033,5332.729809165001,3254.835088849068,3229.836355447769,1780.9097675085068,1441.9269425868988,4771.758231639862,4985.747389554977,13732.304232001305,13746.303522706032,3438.825766682625,3456.82485473156,2644.865993857384,2603.868071079254,2300.883422255516,2785.8588502407074,10791.453234672546,11594.412551522257,3388.828299880028,3184.838635325432,2194.8887926340103,2061.895530939102,14887.245715141296,13785.301546812056,1643.9167084693909,1545.921673536301,1190.9396592378616,1401.9289691448212,14777.251288175585,13790.301293492315,6354.6780306100845,5345.729150533676,8576.565455317497,9633.5119035244,3492.8230308294296,3194.8381286859512,9880.499389529228,10393.473398923874,7621.613839387894,7099.6402859687805,9548.516209959984,7779.6058344841,3834.8057037591934,3872.803778529167,1621.9178230762482,1767.9104261398315
8,sub-0233,1438873,1268540,168429,694327,535970,337651,258395,346247,264962,12613,148310,59857,384902,38429,122450,213349,240690,17581,68338,29265,191189,19001,61516,107025,114783,8417,69543,30592,193713,19428,60934,106324,125907,6816,20072,16801,11977,190504,194398,38429,74771,47679,104462,108887,119901,120789,9860,8340,5775,95481,95708,19001,37701,23815,51588,55437,57054,57729,10212,8461,6202,95023,98690,19428,37070,23864,52874,53450,62847,63060,20790,12772,105573,34481,16888,27545,10884,9399,34965,30407,77011,27451,15736,92915,11250,10567,6315,52804,17308,8487,13720,5281,4654,17785,15262,37884,13704,8001,43286,5767,10223,6457,52769,17173,8401,13825,5603,4745,17180,15145,39127,13747,7735,49629,5483,894,1454,486,545,1041,1051,20662,3572,3432,54615,53336,14928,15002,4099,3638,314,442,6502,7975,1517,1517,4637,4366,8461,8340,4768,4929,4866,2386,3177,601,577,98690,95708,23864,23815,53450,55437,63060,57729,434,581,3432,3014,2336,2180,12613,4446,4895,4134,3961,1857,1680,9677,8689,2242,2827,4474,4326,5035,4530,2378,2159,1942,1756,2250,2240,7735,8001,2184,2049,7028,6978,14368,12710,7868,7905,1794,1939,5161,4435,1755,1499,16322,17101,4575,5025,3575,4453,787,799,2372,1990,6197,5839,17134,13766,2323,2524,4745,4654,3617,3352,1304,1644,4218,4390,12960,12905,3225,3122,2323,2354,1985,2405,11412,12159,2997,2495,2092,2113,13650,12409,2239,1903,1120,1255,13229,12815,3545,4676,8865,8855,3254,3258,9173,8181,7569,7196,10558,9614,2397,3243,1152,1751
